ID,School,RouteNumber,SafePassage
609674,CHICAGO VOCATIONAL HS,77,"<LineString><coordinates>-87.568877,41.737161,0.0 -87.569339,41.737155,0.0 -87.569673,41.737151,0.0 -87.570149,41.737145,0.0 -87.570321,41.737142,0.0 -87.570519,41.737139,0.0 -87.570564,41.737138,0.0 -87.57088,41.737134,0.0 -87.571199,41.737129,0.0 -87.57176,41.737122,0.0 -87.57209,41.737117,0.0 -87.572437,41.737111,0.0 -87.573134,41.737101,0.0 -87.573308,41.737099,0.0 -87.573622,41.737094,0.0 -87.574048,41.737088,0.0 -87.574521,41.737081,0.0 -87.574964,41.737075,0.0 -87.575127,41.737073,0.0 -87.575527,41.737067,0.0 -87.575724,41.737064,0.0 -87.576324,41.737055,0.0 -87.576338,41.737055,0.0 -87.576939,41.737046,0.0 -87.577291,41.737041,0.0 -87.577748,41.737035,0.0 -87.578154,41.73703,0.0 -87.578702,41.737022,0.0 -87.578755,41.737021,0.0 -87.579057,41.737016,0.0 -87.579367,41.737012,0.0 -87.579483,41.737011,0.0 -87.579795,41.737006,0.0 -87.580033,41.737003,0.0 -87.580578,41.736995,0.0 -87.58185,41.736977,0.0 -87.582486,41.736967,0.0 -87.582756,41.736963,0.0 -87.583224,41.736956,0.0 -87.583796,41.736948,0.0 -87.584138,41.736943,0.0 -87.584574,41.736936,0.0 -87.584688,41.736935,0.0 -87.58495,41.736931,0.0 -87.585212,41.736927,0.0</coordinates></LineString>"
610244,CLARK HS,78,"<MultiGeometry><LineString><coordinates>-87.754812,41.872954,0.0 -87.757421,41.872923,0.0</coordinates></LineString><LineString><coordinates>-87.753324,41.873972,0.0 -87.753287,41.872976,0.0 -87.754812,41.872954,0.0</coordinates></LineString><LineString><coordinates>-87.754812,41.872954,0.0 -87.754834,41.873953,0.0 -87.754865,41.874855,0.0 -87.7549,41.875762,0.0</coordinates></LineString></MultiGeometry>"
609759,CLEMENTE HS,79,"<MultiGeometry><LineString><coordinates>-87.696885,41.902933,0.0 -87.696576,41.902936,0.0 -87.696103,41.902939,0.0 -87.695902,41.902941,0.0 -87.695041,41.90295,0.0 -87.694628,41.902954,0.0 -87.694422,41.902955,0.0 -87.694171,41.902958,0.0 -87.693465,41.902963,0.0 -87.69288,41.902968,0.0 -87.692239,41.902973,0.0 -87.691958,41.902976,0.0 -87.691773,41.902978,0.0 -87.691008,41.902986,0.0 -87.690728,41.902989,0.0 -87.690546,41.902991,0.0 -87.690164,41.902995,0.0 -87.690156,41.902995,0.0 -87.689752,41.902998,0.0 -87.689494,41.903001,0.0 -87.68919,41.903003,0.0 -87.688466,41.90301,0.0 -87.688264,41.903012,0.0 -87.688037,41.903014,0.0 -87.687825,41.903016,0.0 -87.687824,41.903016,0.0 -87.687735,41.903017,0.0 -87.68751,41.903018,0.0 -87.687229,41.903019,0.0 -87.687033,41.903024,0.0</coordinates></LineString><LineString><coordinates>-87.686942,41.899387,0.0 -87.686946,41.89951,0.0 -87.686953,41.899773,0.0 -87.686957,41.899935,0.0 -87.686964,41.900167,0.0 -87.686966,41.900301,0.0 -87.68697,41.900601,0.0 -87.686973,41.900713,0.0 -87.686977,41.90091,0.0 -87.686981,41.901052,0.0 -87.686985,41.901209,0.0 -87.68699,41.901375,0.0 -87.686998,41.901606,0.0 -87.687009,41.901889,0.0 -87.687009,41.901894,0.0 -87.687012,41.902095,0.0 -87.687016,41.902367,0.0 -87.687025,41.902775,0.0 -87.687033,41.903024,0.0</coordinates></LineString><LineString><coordinates>-87.687129,41.906674,0.0 -87.687122,41.906386,0.0 -87.687107,41.905782,0.0 -87.687088,41.905106,0.0 -87.687082,41.90485,0.0 -87.687071,41.904448,0.0 -87.68707,41.904405,0.0 -87.687052,41.903753,0.0 -87.687046,41.903542,0.0 -87.68704,41.903295,0.0 -87.687033,41.903024,0.0</coordinates></LineString></MultiGeometry>"
609761,CORLISS HS,80,"<MultiGeometry><LineString><coordinates>-87.608096,41.704658,0.0 -87.608145,41.704663,0.0 -87.608244,41.704664,0.0 -87.60868,41.704658,0.0 -87.609376,41.704648,0.0 -87.609432,41.704647,0.0 -87.61004,41.704638,0.0 -87.61005,41.704966,0.0 -87.610063,41.705405,0.0 -87.610066,41.705551,0.0 -87.61007,41.70579,0.0 -87.610085,41.706235,0.0 -87.610088,41.706335,0.0 -87.610091,41.706463,0.0 -87.610095,41.706638,0.0 -87.610104,41.706921,0.0 -87.610112,41.70717,0.0 -87.610118,41.707378,0.0</coordinates></LineString><LineString><coordinates>-87.606523,41.707441,0.0 -87.607056,41.707429,0.0 -87.607475,41.70742,0.0 -87.607806,41.707413,0.0 -87.608544,41.707403,0.0 -87.608896,41.707397,0.0 -87.610118,41.707378,0.0</coordinates></LineString><LineString><coordinates>-87.606523,41.707441,0.0 -87.606638,41.706923,0.0 -87.606726,41.706517,0.0 -87.606836,41.70601,0.0 -87.60693,41.7056,0.0 -87.607016,41.705222,0.0 -87.607139,41.704681,0.0 -87.606506,41.70469,0.0 -87.606058,41.704696,0.0 -87.605049,41.704712,0.0 -87.604572,41.704719,0.0 -87.603938,41.704728,0.0 -87.603951,41.705172,0.0 -87.603965,41.705643,0.0 -87.603993,41.706557,0.0 -87.604013,41.70724,0.0 -87.604021,41.707494,0.0 -87.604546,41.707485,0.0 -87.604663,41.707483,0.0 -87.605196,41.707474,0.0 -87.606523,41.707441,0.0</coordinates></LineString><LineString><coordinates>-87.610118,41.707378,0.0 -87.610748,41.707368,0.0 -87.610999,41.707364,0.0 -87.611335,41.707359,0.0 -87.611711,41.707353,0.0 -87.612556,41.707341,0.0 -87.612908,41.707336,0.0 -87.613461,41.707329,0.0 -87.613773,41.707323,0.0 -87.614066,41.707318,0.0 -87.61465,41.707307,0.0 -87.614993,41.707302,0.0 -87.615286,41.707298,0.0 -87.615998,41.707288,0.0 -87.616213,41.707284,0.0 -87.616453,41.707281,0.0 -87.617119,41.70727,0.0 -87.617431,41.707266,0.0 -87.618648,41.707247,0.0 -87.619269,41.707237,0.0 -87.619608,41.707232,0.0 -87.619812,41.707229,0.0 -87.620215,41.707223,0.0 -87.620191,41.707378,0.0 -87.620142,41.707692,0.0 -87.620094,41.707987,0.0 -87.620071,41.708137,0.0 -87.620043,41.708312,0.0 -87.620012,41.708513,0.0 -87.619961,41.708824,0.0 -87.619935,41.70905,0.0</coordinates></LineString></MultiGeometry>"
609702,CRANE HS,81,"<MultiGeometry><LineString><coordinates>-87.686275,41.876091,0.0 -87.686286,41.876347,0.0 -87.686336,41.876872,0.0 -87.686349,41.877558,0.0</coordinates></LineString><LineString><coordinates>-87.686349,41.877558,0.0 -87.683876,41.877583,0.0 -87.68272,41.877599,0.0 -87.681899,41.87761,0.0 -87.681448,41.877616,0.0</coordinates></LineString><LineString><coordinates>-87.686349,41.877558,0.0 -87.686371,41.878597,0.0</coordinates></LineString></MultiGeometry>"
610245,DOUGLASS HS,82,"<LineString><coordinates>-87.765401,41.894862,0.0 -87.765394,41.894642,0.0 -87.765379,41.894324,0.0 -87.765367,41.893966,0.0 -87.76536,41.893781,0.0 -87.765349,41.893516,0.0 -87.765347,41.893457,0.0 -87.765341,41.893317,0.0 -87.765336,41.893199,0.0 -87.76533,41.893067,0.0 -87.765325,41.892934,0.0 -87.765318,41.89271,0.0 -87.765311,41.89255,0.0 -87.765306,41.892431,0.0 -87.765306,41.892418,0.0 -87.7653,41.892259,0.0 -87.765293,41.892075,0.0 -87.765287,41.89193,0.0 -87.76528,41.891745,0.0 -87.765271,41.891519,0.0 -87.765258,41.891201,0.0 -87.765255,41.891105,0.0 -87.765251,41.890965,0.0 -87.765238,41.890673,0.0 -87.765229,41.890422,0.0 -87.765226,41.890349,0.0 -87.765219,41.890185,0.0 -87.765187,41.889297,0.0 -87.765342,41.889292,0.0 -87.765501,41.889292,0.0 -87.765695,41.889291,0.0 -87.765961,41.88929,0.0 -87.766244,41.889288,0.0 -87.766467,41.889286,0.0 -87.766598,41.889284,0.0 -87.766738,41.889283,0.0 -87.766844,41.889283,0.0 -87.767038,41.889281,0.0 -87.767101,41.88928,0.0 -87.767233,41.889279,0.0 -87.767393,41.889278,0.0 -87.767606,41.889276,0.0 -87.767741,41.889274,0.0 -87.767746,41.88939,0.0 -87.767751,41.889523,0.0 -87.767753,41.889576,0.0 -87.767755,41.889628,0.0 -87.767762,41.8898,0.0 -87.767766,41.88988,0.0 -87.767774,41.8901,0.0 -87.76778,41.890263,0.0 -87.767786,41.890421,0.0 -87.76779,41.890541,0.0 -87.767794,41.890643,0.0 -87.767798,41.890739,0.0 -87.767803,41.890884,0.0 -87.767811,41.891079,0.0</coordinates></LineString>"
609676,DUNBAR HS,83,"<LineString><coordinates>-87.617209,41.84208,0.0 -87.617185,41.841162,0.0 -87.617161,41.840283,0.0 -87.617147,41.839734,0.0 -87.617145,41.83956,0.0 -87.617121,41.83877,0.0 -87.617134,41.83867,0.0 -87.617131,41.838582,0.0 -87.617129,41.838431,0.0 -87.617126,41.838224,0.0 -87.617108,41.838101,0.0 -87.617104,41.837925,0.0 -87.617095,41.837545,0.0 -87.617106,41.837379,0.0 -87.617104,41.837293,0.0 -87.61708,41.836893,0.0 -87.617076,41.836605,0.0 -87.617074,41.836398,0.0 -87.617058,41.835715,0.0 -87.61707,41.835601,0.0 -87.617068,41.835529,0.0 -87.617051,41.835444,0.0 -87.617053,41.834908,0.0 -87.617053,41.834857,0.0 -87.61706,41.83481,0.0 -87.617059,41.834775,0.0 -87.617054,41.834655,0.0 -87.617049,41.834526,0.0 -87.617046,41.834397,0.0 -87.61703,41.83426,0.0 -87.617033,41.833822,0.0 -87.617024,41.833624,0.0 -87.617002,41.833122,0.0 -87.617,41.833072,0.0 -87.616997,41.832872,0.0 -87.616996,41.832791,0.0 -87.616988,41.832232,0.0 -87.616974,41.831227,0.0 -87.616972,41.831108,0.0 -87.617319,41.83111,0.0 -87.617616,41.831111,0.0 -87.617957,41.831106,0.0 -87.618125,41.831104,0.0 -87.618412,41.831099,0.0 -87.618625,41.831096,0.0 -87.619226,41.831091,0.0 -87.619339,41.83109,0.0 -87.619606,41.831087,0.0 -87.61995,41.831084,0.0 -87.620396,41.831079,0.0 -87.620556,41.831078,0.0 -87.620727,41.831078,0.0 -87.621158,41.831073,0.0 -87.621484,41.83107,0.0 -87.621769,41.831067,0.0 -87.621967,41.831065,0.0 -87.622511,41.831059,0.0 -87.622582,41.831059,0.0 -87.62308,41.831054,0.0 -87.623263,41.831052,0.0 -87.624247,41.83104,0.0 -87.624263,41.831039,0.0 -87.624617,41.831038,0.0 -87.624982,41.831034,0.0 -87.625299,41.831031,0.0 -87.625299,41.831031,0.0 -87.6258,41.831026,0.0 -87.625812,41.831025,0.0 -87.625873,41.831027,0.0 -87.625927,41.831029,0.0 -87.626022,41.831032,0.0 -87.626245,41.831034,0.0 -87.626485,41.831027,0.0 -87.62665,41.831022,0.0 -87.626945,41.831012,0.0 -87.627527,41.831005,0.0 -87.627775,41.831003,0.0 -87.627814,41.831002,0.0 -87.628193,41.830996,0.0 -87.628649,41.830988,0.0 -87.629001,41.830983,0.0 -87.629251,41.830979,0.0 -87.62939,41.830979,0.0 -87.629536,41.830979,0.0 -87.629567,41.830979,0.0 -87.6296,41.830978,0.0 -87.629835,41.830973,0.0 -87.630637,41.830961,0.0</coordinates></LineString>"
610587,DYETT ARTS HS,84,"<MultiGeometry><LineString><coordinates>-87.616116,41.80211,0.0 -87.616161,41.80211,0.0 -87.616353,41.802109,0.0 -87.61664,41.802104,0.0 -87.616922,41.8021,0.0 -87.617352,41.802094,0.0 -87.617471,41.802092,0.0 -87.617752,41.802087,0.0 -87.617971,41.802084,0.0 -87.618478,41.802076,0.0 -87.618493,41.802076,0.0 -87.618557,41.802074,0.0 -87.618637,41.802073,0.0 -87.619063,41.802066,0.0 -87.619413,41.802061,0.0</coordinates></LineString><LineString><coordinates>-87.616594,41.809392,0.0 -87.616589,41.809181,0.0 -87.616586,41.80907,0.0 -87.616581,41.808907,0.0 -87.616575,41.808697,0.0 -87.616571,41.80854,0.0 -87.616566,41.808337,0.0 -87.61656,41.808087,0.0 -87.616551,41.8078,0.0 -87.616546,41.807571,0.0 -87.616541,41.807371,0.0 -87.616533,41.807039,0.0 -87.616521,41.806559,0.0 -87.616516,41.80635,0.0 -87.616509,41.806006,0.0 -87.616502,41.80575,0.0 -87.616495,41.805471,0.0 -87.616494,41.805426,0.0 -87.61649,41.80525,0.0 -87.616478,41.804775,0.0 -87.61647,41.804447,0.0 -87.61646,41.804046,0.0 -87.616457,41.80393,0.0 -87.616453,41.803766,0.0 -87.616443,41.8035,0.0 -87.616417,41.803202,0.0 -87.616378,41.803022,0.0 -87.616371,41.802988,0.0 -87.616267,41.802695,0.0 -87.616193,41.802431,0.0 -87.616116,41.80211,0.0</coordinates></LineString><LineString><coordinates>-87.606571,41.809541,0.0 -87.606563,41.809206,0.0 -87.606558,41.809013,0.0 -87.606554,41.808814,0.0 -87.60655,41.808632,0.0 -87.606544,41.808339,0.0 -87.60654,41.808145,0.0 -87.606536,41.807964,0.0 -87.606532,41.807723,0.0 -87.606529,41.807523,0.0 -87.606525,41.807394,0.0 -87.60652,41.80713,0.0 -87.606515,41.806924,0.0 -87.606508,41.806631,0.0 -87.606502,41.806379,0.0 -87.606499,41.806149,0.0 -87.606493,41.805901,0.0 -87.606484,41.805516,0.0 -87.606482,41.805364,0.0 -87.606477,41.805133,0.0 -87.606464,41.804547,0.0 -87.60646,41.804354,0.0 -87.606454,41.804089,0.0 -87.606435,41.803172,0.0 -87.606434,41.803137,0.0 -87.60643,41.80295,0.0 -87.606422,41.802519,0.0 -87.606413,41.802259,0.0 -87.606775,41.802248,0.0 -87.60739,41.802238,0.0 -87.607662,41.802234,0.0 -87.607892,41.802231,0.0 -87.608747,41.802217,0.0 -87.609127,41.802211,0.0 -87.609774,41.802201,0.0 -87.610046,41.802196,0.0 -87.610246,41.802193,0.0 -87.610714,41.802185,0.0 -87.611114,41.802179,0.0 -87.611292,41.802177,0.0 -87.611591,41.802173,0.0 -87.612238,41.802163,0.0 -87.612509,41.802159,0.0 -87.612851,41.802154,0.0 -87.613798,41.80214,0.0 -87.614077,41.802136,0.0 -87.614648,41.802127,0.0 -87.614973,41.802123,0.0 -87.615396,41.802116,0.0 -87.615503,41.802115,0.0 -87.615716,41.802113,0.0 -87.615864,41.802112,0.0 -87.616081,41.802111,0.0 -87.616116,41.80211,0.0</coordinates></LineString></MultiGeometry>"
609704,FARRAGUT HS,85,"<MultiGeometry><LineString><coordinates>-87.706423,41.849944,0.0 -87.706288,41.849947,0.0 -87.70581,41.849952,0.0 -87.705424,41.849956,0.0 -87.705206,41.849959,0.0 -87.705202,41.849849,0.0 -87.705182,41.849232,0.0 -87.705154,41.848246,0.0 -87.705154,41.848148,0.0 -87.705366,41.848144,0.0 -87.705754,41.848139,0.0 -87.706246,41.848133,0.0 -87.706369,41.848131,0.0 -87.706502,41.848129,0.0 -87.706639,41.848128,0.0 -87.706972,41.848124,0.0 -87.707462,41.848118,0.0 -87.707592,41.848118,0.0 -87.70772,41.848118,0.0 -87.708193,41.84811,0.0 -87.708716,41.848101,0.0 -87.708805,41.8481,0.0 -87.708926,41.848098,0.0 -87.709412,41.848092,0.0 -87.709918,41.848086,0.0 -87.710024,41.848085,0.0 -87.710184,41.848084,0.0 -87.710631,41.848077,0.0 -87.711079,41.84807,0.0 -87.711241,41.84807,0.0</coordinates></LineString><LineString><coordinates>-87.706423,41.849944,0.0 -87.707526,41.849928,0.0 -87.70762,41.849953,0.0 -87.708859,41.849914,0.0 -87.70946,41.849906,0.0 -87.709878,41.849901,0.0 -87.710076,41.849898,0.0</coordinates></LineString><LineString><coordinates>-87.712352,41.851731,0.0 -87.711756,41.851864,0.0 -87.711523,41.851916,0.0 -87.711149,41.851999,0.0 -87.711142,41.851938,0.0 -87.711139,41.851908,0.0 -87.711107,41.851875,0.0 -87.711048,41.851813,0.0 -87.711017,41.851781,0.0 -87.710989,41.851751,0.0 -87.710895,41.851653,0.0 -87.710776,41.851675,0.0 -87.710641,41.851699,0.0 -87.710577,41.851706,0.0 -87.710395,41.851713,0.0 -87.710133,41.851714,0.0 -87.70997,41.851715,0.0 -87.70914,41.851728,0.0 -87.70891,41.851731,0.0 -87.708734,41.851733,0.0 -87.7084,41.851737,0.0 -87.707917,41.851743,0.0 -87.707695,41.851744,0.0 -87.70752,41.851745,0.0 -87.70671,41.851756,0.0 -87.706603,41.851758,0.0 -87.706478,41.85176,0.0 -87.706475,41.85169,0.0 -87.706463,41.851297,0.0 -87.706452,41.850926,0.0 -87.706436,41.850365,0.0 -87.706429,41.850127,0.0 -87.706423,41.849944,0.0</coordinates></LineString></MultiGeometry>"
609705,FENGER HS,86,"<MultiGeometry><LineString><coordinates>-87.637318,41.68515,0.0 -87.63744,41.685148,0.0 -87.637749,41.685146,0.0 -87.638032,41.685143,0.0 -87.63823,41.68514,0.0 -87.638576,41.68513,0.0 -87.638727,41.685126,0.0 -87.63901,41.685127,0.0 -87.639286,41.685126,0.0 -87.639357,41.685125,0.0 -87.63956,41.685123,0.0 -87.639727,41.68512,0.0 -87.640014,41.685116,0.0 -87.640203,41.685113,0.0 -87.640425,41.685111,0.0 -87.640624,41.685109,0.0 -87.640744,41.685107,0.0 -87.640943,41.685104,0.0 -87.641114,41.685102,0.0 -87.641329,41.685102,0.0 -87.641496,41.6851,0.0 -87.641519,41.685099,0.0 -87.641854,41.685094,0.0 -87.642158,41.68509,0.0 -87.642163,41.685346,0.0 -87.642169,41.685457,0.0 -87.642179,41.68572,0.0 -87.642185,41.685952,0.0 -87.642194,41.686249,0.0 -87.642202,41.686518,0.0 -87.642209,41.686743,0.0 -87.642214,41.686911,0.0</coordinates></LineString><LineString><coordinates>-87.637376,41.686971,0.0 -87.637641,41.686968,0.0 -87.637856,41.686964,0.0 -87.637981,41.686962,0.0 -87.638088,41.68696,0.0 -87.638303,41.686957,0.0 -87.638583,41.686954,0.0 -87.638782,41.686953,0.0 -87.6391,41.686949,0.0 -87.639189,41.686948,0.0 -87.639357,41.686945,0.0 -87.639547,41.686943,0.0 -87.639794,41.686941,0.0 -87.640145,41.686939,0.0 -87.640395,41.686934,0.0 -87.640413,41.686934,0.0 -87.640644,41.68693,0.0 -87.641002,41.686925,0.0 -87.641201,41.686923,0.0 -87.641512,41.68692,0.0 -87.64161,41.686919,0.0 -87.641856,41.686915,0.0 -87.642214,41.686911,0.0</coordinates></LineString><LineString><coordinates>-87.642214,41.686911,0.0 -87.642224,41.687236,0.0 -87.642233,41.6875,0.0 -87.642245,41.687879,0.0 -87.642255,41.688207,0.0 -87.642264,41.688511,0.0 -87.642271,41.688728,0.0 -87.642277,41.688891,0.0 -87.642279,41.688951,0.0 -87.642281,41.688978,0.0 -87.642284,41.689121,0.0 -87.64229,41.689328,0.0 -87.642298,41.689618,0.0 -87.642309,41.689961,0.0 -87.64232,41.69031,0.0 -87.64233,41.690544,0.0</coordinates></LineString><LineString><coordinates>-87.64233,41.690544,0.0 -87.642015,41.690549,0.0 -87.641757,41.690552,0.0 -87.641724,41.690553,0.0 -87.641507,41.690555,0.0 -87.641352,41.690557,0.0 -87.641118,41.690559,0.0 -87.640868,41.690562,0.0 -87.640654,41.690566,0.0 -87.640512,41.690568,0.0 -87.640379,41.69057,0.0 -87.640181,41.690572,0.0 -87.639906,41.690575,0.0</coordinates></LineString><LineString><coordinates>-87.64233,41.690544,0.0 -87.642343,41.690892,0.0 -87.642349,41.691054,0.0 -87.642357,41.691344,0.0 -87.642366,41.691627,0.0 -87.642369,41.691741,0.0 -87.642374,41.691936,0.0 -87.64238,41.692182,0.0 -87.642384,41.692364,0.0</coordinates></LineString><LineString><coordinates>-87.639962,41.692392,0.0 -87.640233,41.692389,0.0 -87.640577,41.692384,0.0 -87.640792,41.692381,0.0 -87.640964,41.692379,0.0 -87.641171,41.692376,0.0 -87.641361,41.692372,0.0 -87.64161,41.69237,0.0 -87.641737,41.692369,0.0 -87.641851,41.692369,0.0 -87.64204,41.692367,0.0 -87.642384,41.692364,0.0</coordinates></LineString><LineString><coordinates>-87.639906,41.690575,0.0 -87.639911,41.690759,0.0 -87.639918,41.690978,0.0 -87.639926,41.691231,0.0 -87.639936,41.691547,0.0 -87.639948,41.691914,0.0 -87.639948,41.691938,0.0 -87.639956,41.692205,0.0 -87.639962,41.692392,0.0</coordinates></LineString><LineString><coordinates>-87.636342,41.692436,0.0 -87.63657,41.692433,0.0 -87.636914,41.692429,0.0 -87.63713,41.692427,0.0 -87.637346,41.692425,0.0 -87.63754,41.692423,0.0 -87.63771,41.692422,0.0 -87.63802,41.692417,0.0 -87.638373,41.692413,0.0 -87.638655,41.692409,0.0 -87.63875,41.692408,0.0 -87.639028,41.692404,0.0 -87.639355,41.692399,0.0 -87.639699,41.692395,0.0 -87.639837,41.692393,0.0 -87.639962,41.692392,0.0</coordinates></LineString><LineString><coordinates>-87.639906,41.690575,0.0 -87.639677,41.690578,0.0 -87.639445,41.690581,0.0 -87.639273,41.690583,0.0 -87.639014,41.690587,0.0 -87.638696,41.69059,0.0 -87.638378,41.690593,0.0 -87.638112,41.690596,0.0 -87.638092,41.690596,0.0 -87.637905,41.690599,0.0 -87.637487,41.690605,0.0 -87.637224,41.690609,0.0 -87.636983,41.690611,0.0 -87.636887,41.690612,0.0 -87.636716,41.690614,0.0 -87.636579,41.690616,0.0 -87.636286,41.690619,0.0 -87.63629,41.690756,0.0 -87.636297,41.690981,0.0 -87.636306,41.691286,0.0 -87.636316,41.691571,0.0 -87.636323,41.69179,0.0 -87.636329,41.691981,0.0 -87.636331,41.692035,0.0 -87.636338,41.692254,0.0 -87.636342,41.692436,0.0</coordinates></LineString><LineString><coordinates>-87.636342,41.692436,0.0 -87.636346,41.692593,0.0 -87.636355,41.692818,0.0 -87.636358,41.692891,0.0 -87.636365,41.693103,0.0 -87.636372,41.693394,0.0 -87.636379,41.693606,0.0 -87.636385,41.693819,0.0 -87.636391,41.693994,0.0 -87.636395,41.694118,0.0 -87.6364,41.694257,0.0 -87.636406,41.694431,0.0 -87.636414,41.694671,0.0 -87.636423,41.694961,0.0 -87.63643,41.695213,0.0 -87.636437,41.695413,0.0 -87.636443,41.69562,0.0 -87.636448,41.695777,0.0 -87.636451,41.695876,0.0 -87.636456,41.696079,0.0</coordinates></LineString><LineString><coordinates>-87.642384,41.692364,0.0 -87.642389,41.692581,0.0 -87.642398,41.692906,0.0 -87.642401,41.692985,0.0 -87.642409,41.693154,0.0 -87.642417,41.693432,0.0 -87.642426,41.693702,0.0 -87.642436,41.694006,0.0 -87.642443,41.694185,0.0 -87.642447,41.694301,0.0 -87.642455,41.694572,0.0 -87.642462,41.694823,0.0 -87.642472,41.69516,0.0 -87.642484,41.695573,0.0 -87.642491,41.695814,0.0 -87.642498,41.696006,0.0 -87.642506,41.696252,0.0 -87.642525,41.696867,0.0 -87.642544,41.697465,0.0 -87.642557,41.697824,0.0</coordinates></LineString></MultiGeometry>"
609709,GAGE PARK HS,87,"<MultiGeometry><LineString><coordinates>-87.688775,41.788318,0.0 -87.688737,41.786951,0.0 -87.688724,41.786495,0.0 -87.688906,41.786492,0.0 -87.68956,41.786482,0.0 -87.689943,41.786475,0.0 -87.69027,41.786469,0.0 -87.690633,41.786463,0.0 -87.691162,41.786455,0.0</coordinates></LineString><LineString><coordinates>-87.691212,41.788276,0.0 -87.690897,41.788281,0.0 -87.69063,41.788286,0.0 -87.690606,41.788287,0.0 -87.690235,41.788293,0.0 -87.689994,41.788297,0.0 -87.689496,41.788305,0.0 -87.689382,41.788307,0.0 -87.689053,41.788312,0.0 -87.688887,41.788315,0.0 -87.688775,41.788318,0.0</coordinates></LineString><LineString><coordinates>-87.688825,41.790141,0.0 -87.688799,41.789193,0.0 -87.688775,41.788318,0.0</coordinates></LineString><LineString><coordinates>-87.688825,41.790141,0.0 -87.688869,41.790141,0.0 -87.689065,41.790136,0.0 -87.689437,41.79013,0.0 -87.689586,41.790127,0.0 -87.690046,41.790118,0.0 -87.690455,41.79011,0.0 -87.690652,41.790107,0.0 -87.690785,41.790104,0.0 -87.691266,41.790098,0.0</coordinates></LineString><LineString><coordinates>-87.683997,41.792043,0.0 -87.683993,41.791916,0.0 -87.683992,41.791858,0.0 -87.683987,41.791683,0.0 -87.683976,41.791331,0.0 -87.683944,41.790221,0.0 -87.684581,41.790211,0.0 -87.685041,41.790203,0.0 -87.685174,41.790202,0.0 -87.685458,41.790199,0.0 -87.685773,41.790194,0.0 -87.686232,41.790187,0.0 -87.686385,41.790184,0.0 -87.686671,41.790178,0.0 -87.686996,41.790173,0.0 -87.687489,41.790165,0.0 -87.687603,41.790163,0.0 -87.68777,41.790159,0.0 -87.688214,41.790152,0.0 -87.688711,41.790144,0.0 -87.688825,41.790141,0.0</coordinates></LineString><LineString><coordinates>-87.688878,41.791962,0.0 -87.688869,41.791736,0.0 -87.688861,41.791417,0.0 -87.688857,41.791301,0.0 -87.688825,41.790141,0.0</coordinates></LineString><LineString><coordinates>-87.688878,41.791962,0.0 -87.689142,41.791962,0.0 -87.689486,41.791956,0.0 -87.689521,41.791955,0.0 -87.689725,41.791951,0.0 -87.690095,41.791946,0.0 -87.690278,41.791944,0.0 -87.690626,41.791936,0.0 -87.690704,41.791935,0.0 -87.690957,41.791929,0.0 -87.691317,41.791923,0.0</coordinates></LineString><LineString><coordinates>-87.683997,41.792043,0.0 -87.684652,41.79203,0.0 -87.685053,41.792023,0.0 -87.685243,41.79202,0.0 -87.68547,41.792017,0.0 -87.685836,41.792011,0.0 -87.686234,41.792004,0.0 -87.686434,41.792,0.0 -87.686714,41.791994,0.0 -87.687045,41.791989,0.0 -87.687558,41.79198,0.0 -87.687662,41.791978,0.0 -87.687833,41.791976,0.0 -87.688269,41.791969,0.0 -87.688731,41.791962,0.0 -87.688851,41.791962,0.0 -87.688878,41.791962,0.0</coordinates></LineString><LineString><coordinates>-87.683997,41.792043,0.0 -87.683998,41.792106,0.0 -87.684003,41.792287,0.0 -87.684008,41.792478,0.0 -87.684028,41.793172,0.0 -87.684036,41.793439,0.0 -87.684041,41.793578,0.0 -87.684048,41.793884,0.0 -87.684321,41.79387,0.0 -87.684943,41.79386,0.0 -87.685844,41.793845,0.0 -87.686027,41.793842,0.0 -87.686518,41.793833,0.0 -87.686597,41.793832,0.0 -87.687569,41.793814,0.0 -87.68771,41.793812,0.0 -87.688006,41.793808,0.0 -87.688381,41.793801,0.0 -87.688812,41.793793,0.0 -87.688937,41.79379,0.0 -87.688939,41.793654,0.0 -87.688928,41.793332,0.0 -87.688912,41.792853,0.0 -87.688887,41.792134,0.0 -87.688878,41.791962,0.0</coordinates></LineString></MultiGeometry>"
