ID,School,RouteNumber,SafePassage
610257,MORTON,49,"<MultiGeometry><LineString><coordinates>-87.703862,41.887558,0.0 -87.703849,41.887201,0.0 -87.703842,41.887032,0.0 -87.703825,41.886557,0.0 -87.703823,41.886461,0.0</coordinates></LineString><LineString><coordinates>-87.701713,41.890186,0.0 -87.701778,41.89016,0.0 -87.701822,41.890149,0.0 -87.701872,41.890139,0.0 -87.701953,41.890133,0.0 -87.702566,41.890122,0.0 -87.702748,41.89012,0.0 -87.702932,41.890118,0.0 -87.703231,41.890115,0.0 -87.703667,41.89011,0.0 -87.703932,41.890107,0.0 -87.704118,41.890105,0.0 -87.704497,41.890101,0.0 -87.705047,41.890094,0.0 -87.705458,41.890089,0.0 -87.70587,41.890084,0.0 -87.706225,41.89008,0.0 -87.706229,41.89008,0.0 -87.706396,41.890078,0.0 -87.706391,41.889938,0.0 -87.706389,41.889835,0.0 -87.706383,41.88962,0.0 -87.706375,41.889301,0.0 -87.706375,41.889299,0.0 -87.706373,41.889226,0.0 -87.706364,41.889011,0.0 -87.706355,41.888663,0.0 -87.706343,41.888246,0.0 -87.706341,41.888184,0.0 -87.706339,41.888119,0.0 -87.706337,41.888081,0.0 -87.706326,41.887718,0.0 -87.70632,41.887529,0.0 -87.706317,41.887441,0.0 -87.706307,41.88703,0.0 -87.706306,41.887,0.0 -87.706292,41.886552,0.0 -87.706288,41.886427,0.0 -87.706265,41.886428,0.0 -87.706015,41.886435,0.0 -87.705214,41.886445,0.0 -87.703972,41.886459,0.0 -87.703823,41.886461,0.0</coordinates></LineString><LineString><coordinates>-87.703823,41.886461,0.0 -87.703688,41.886462,0.0 -87.703053,41.88647,0.0 -87.702878,41.886471,0.0 -87.702771,41.886472,0.0 -87.702504,41.886475,0.0 -87.701819,41.886483,0.0 -87.701561,41.886485,0.0 -87.701365,41.886488,0.0 -87.701246,41.886491,0.0 -87.700389,41.8865,0.0 -87.699066,41.886511,0.0 -87.698903,41.886515,0.0</coordinates></LineString></MultiGeometry>"
610024,CARDENAS/ CASTELLANOS,50,"<MultiGeometry><LineString><coordinates>-87.719734,41.846173,0.0 -87.719498,41.84618,0.0 -87.719312,41.846182,0.0 -87.719175,41.846184,0.0 -87.719122,41.846185,0.0 -87.718916,41.846188,0.0 -87.718787,41.84619,0.0 -87.718509,41.846192,0.0 -87.718278,41.846195,0.0 -87.718068,41.846198,0.0 -87.717896,41.846201,0.0 -87.717874,41.846201,0.0 -87.717664,41.846204,0.0 -87.717287,41.8462,0.0 -87.71705,41.846198,0.0 -87.716832,41.846201,0.0 -87.716677,41.846202,0.0 -87.716582,41.846203,0.0 -87.716388,41.846205,0.0 -87.716066,41.846212,0.0</coordinates></LineString><LineString><coordinates>-87.716121,41.848027,0.0 -87.716119,41.847966,0.0 -87.716095,41.847169,0.0 -87.716094,41.847135,0.0 -87.716089,41.84696,0.0 -87.716084,41.846803,0.0 -87.716079,41.846616,0.0 -87.716073,41.846435,0.0 -87.716066,41.846212,0.0</coordinates></LineString><LineString><coordinates>-87.716066,41.846212,0.0 -87.71588,41.846215,0.0 -87.715833,41.846216,0.0 -87.715456,41.846225,0.0 -87.715367,41.846227,0.0 -87.715046,41.84623,0.0 -87.714847,41.846228,0.0</coordinates></LineString><LineString><coordinates>-87.716121,41.848027,0.0 -87.716248,41.848026,0.0 -87.716724,41.848019,0.0 -87.717235,41.848011,0.0 -87.717338,41.848014,0.0 -87.717454,41.848018,0.0 -87.717948,41.848012,0.0 -87.718462,41.848007,0.0 -87.71856,41.848005,0.0 -87.718702,41.848003,0.0 -87.719171,41.847998,0.0 -87.71967,41.847993,0.0 -87.719782,41.847992,0.0</coordinates></LineString><LineString><coordinates>-87.711241,41.84807,0.0 -87.711449,41.848069,0.0 -87.71185,41.848063,0.0 -87.712274,41.848057,0.0 -87.71246,41.84806,0.0 -87.712636,41.848063,0.0 -87.713069,41.848059,0.0 -87.713503,41.848054,0.0 -87.713681,41.848053,0.0 -87.713836,41.848051,0.0 -87.714289,41.848046,0.0 -87.714681,41.848042,0.0 -87.7149,41.848041,0.0 -87.715156,41.84804,0.0 -87.715504,41.848035,0.0 -87.715815,41.848031,0.0 -87.716007,41.848028,0.0 -87.716121,41.848027,0.0</coordinates></LineString><LineString><coordinates>-87.71617,41.849845,0.0 -87.716167,41.849768,0.0 -87.716139,41.848722,0.0 -87.716124,41.848139,0.0 -87.716121,41.848027,0.0</coordinates></LineString><LineString><coordinates>-87.71617,41.849845,0.0 -87.716279,41.849844,0.0 -87.716781,41.849839,0.0 -87.717287,41.849834,0.0 -87.717389,41.849815,0.0 -87.717474,41.8498,0.0 -87.717992,41.849792,0.0 -87.718509,41.849784,0.0 -87.71861,41.849783,0.0 -87.718714,41.849783,0.0 -87.719222,41.849773,0.0 -87.719269,41.849773,0.0 -87.719505,41.849771,0.0 -87.719562,41.849764,0.0 -87.719629,41.849755,0.0 -87.719828,41.849711,0.0</coordinates></LineString><LineString><coordinates>-87.71373,41.84987,0.0 -87.713881,41.849869,0.0 -87.714347,41.849865,0.0 -87.714825,41.84986,0.0 -87.714949,41.84986,0.0 -87.715094,41.84986,0.0 -87.715564,41.849852,0.0 -87.715798,41.849848,0.0 -87.71604,41.849845,0.0 -87.71617,41.849845,0.0</coordinates></LineString><LineString><coordinates>-87.716292,41.854025,0.0 -87.716282,41.853687,0.0 -87.716258,41.85283,0.0 -87.716225,41.851658,0.0 -87.716222,41.851549,0.0 -87.716207,41.851112,0.0 -87.716198,41.850839,0.0 -87.716195,41.850739,0.0 -87.716193,41.850667,0.0 -87.716191,41.850585,0.0 -87.716187,41.850481,0.0 -87.716173,41.849925,0.0 -87.71617,41.849845,0.0</coordinates></LineString><LineString><coordinates>-87.716257,41.851657,0.0 -87.716225,41.851658,0.0</coordinates></LineString></MultiGeometry>"
609904,ELLINGTON,51,"<MultiGeometry><LineString><coordinates>-87.766784,41.887789,0.0 -87.766933,41.887793,0.0 -87.767038,41.887796,0.0 -87.767193,41.887801,0.0 -87.76745,41.887809,0.0 -87.767684,41.887813,0.0 -87.7679,41.887816,0.0 -87.768176,41.887824,0.0 -87.768555,41.887836,0.0 -87.769003,41.88785,0.0 -87.769314,41.887859,0.0 -87.769469,41.887864,0.0 -87.769745,41.887872,0.0 -87.769907,41.887877,0.0 -87.770176,41.887884,0.0 -87.770331,41.88789,0.0 -87.770435,41.887894,0.0 -87.77052,41.887897,0.0 -87.770563,41.887898,0.0 -87.770697,41.887902,0.0 -87.770816,41.887906,0.0 -87.770951,41.88791,0.0 -87.771222,41.887918,0.0 -87.771442,41.887925,0.0 -87.771867,41.887939,0.0 -87.772055,41.887944,0.0</coordinates></LineString><LineString><coordinates>-87.766713,41.8857,0.0 -87.766717,41.885797,0.0 -87.766722,41.885926,0.0 -87.76673,41.886158,0.0 -87.76674,41.886429,0.0 -87.766747,41.886635,0.0 -87.766751,41.886755,0.0 -87.766753,41.886791,0.0 -87.766764,41.887076,0.0 -87.766768,41.887187,0.0 -87.766768,41.887206,0.0 -87.76677,41.887264,0.0 -87.766774,41.887362,0.0 -87.766778,41.887474,0.0 -87.766779,41.887528,0.0 -87.766781,41.887587,0.0 -87.766781,41.88759,0.0 -87.766784,41.887789,0.0</coordinates></LineString><LineString><coordinates>-87.766713,41.8857,0.0 -87.766573,41.885703,0.0 -87.76628,41.885708,0.0 -87.766091,41.885711,0.0 -87.765901,41.885714,0.0 -87.765889,41.885714,0.0 -87.765728,41.885716,0.0 -87.765555,41.885719,0.0 -87.765399,41.885722,0.0 -87.76521,41.885724,0.0 -87.765063,41.885726,0.0 -87.765068,41.885916,0.0 -87.765073,41.886033,0.0 -87.76508,41.886201,0.0 -87.76509,41.886486,0.0 -87.765096,41.886654,0.0 -87.765101,41.886783,0.0 -87.765108,41.88699,0.0 -87.765112,41.887209,0.0 -87.765113,41.887228,0.0 -87.765114,41.887283,0.0 -87.765116,41.887383,0.0 -87.765116,41.88739,0.0 -87.765119,41.887519,0.0 -87.76512,41.887547,0.0 -87.765122,41.887608,0.0 -87.765125,41.887737,0.0 -87.765312,41.887737,0.0 -87.765416,41.88774,0.0 -87.765554,41.887744,0.0 -87.765692,41.887748,0.0 -87.765916,41.887753,0.0 -87.766124,41.887759,0.0 -87.766413,41.887774,0.0 -87.766589,41.887783,0.0 -87.766784,41.887789,0.0</coordinates></LineString><LineString><coordinates>-87.766713,41.8857,0.0 -87.766831,41.885698,0.0 -87.766935,41.885697,0.0 -87.76709,41.885694,0.0 -87.767262,41.885692,0.0 -87.767469,41.88569,0.0 -87.767517,41.885689,0.0 -87.767527,41.885689,0.0 -87.767677,41.885687,0.0 -87.767833,41.885684,0.0 -87.768177,41.885679,0.0 -87.768339,41.885677,0.0 -87.768453,41.885675,0.0 -87.768591,41.885673,0.0 -87.768747,41.885671,0.0 -87.768971,41.885668,0.0 -87.769146,41.885665,0.0 -87.769248,41.885663,0.0 -87.769524,41.885659,0.0 -87.769782,41.885655,0.0 -87.769953,41.885653,0.0 -87.769958,41.885774,0.0 -87.769963,41.885903,0.0 -87.769967,41.88602,0.0 -87.769974,41.8862,0.0 -87.769978,41.886329,0.0 -87.769984,41.886496,0.0 -87.769989,41.886625,0.0 -87.769989,41.886643,0.0 -87.769994,41.886793,0.0 -87.770001,41.887001,0.0 -87.770008,41.887143,0.0 -87.770009,41.88717,0.0 -87.770012,41.887217,0.0 -87.770017,41.887321,0.0 -87.770019,41.887374,0.0 -87.77002,41.887425,0.0 -87.770021,41.887485,0.0 -87.770018,41.887561,0.0 -87.769991,41.887619,0.0 -87.769974,41.887654,0.0 -87.769962,41.887676,0.0 -87.769932,41.887734,0.0 -87.769917,41.887774,0.0 -87.769912,41.887805,0.0 -87.769907,41.887877,0.0</coordinates></LineString></MultiGeometry>"
610367,DE PRIEST,52,"<MultiGeometry><LineString><coordinates>-87.764869,41.880254,0.0 -87.765162,41.88025,0.0 -87.765526,41.880244,0.0 -87.765881,41.880239,0.0 -87.766142,41.880234,0.0 -87.766502,41.880229,0.0</coordinates></LineString><LineString><coordinates>-87.764777,41.87776,0.0 -87.764784,41.877939,0.0 -87.764788,41.878036,0.0 -87.764795,41.8782,0.0 -87.764801,41.878352,0.0 -87.764806,41.878473,0.0 -87.764811,41.878611,0.0 -87.764816,41.878762,0.0 -87.764824,41.878969,0.0 -87.764829,41.879101,0.0 -87.764835,41.879259,0.0 -87.764846,41.879531,0.0 -87.764851,41.879682,0.0 -87.764861,41.879886,0.0 -87.764868,41.880045,0.0 -87.764869,41.880254,0.0</coordinates></LineString><LineString><coordinates>-87.760125,41.880316,0.0 -87.760359,41.880313,0.0 -87.760757,41.880307,0.0 -87.761059,41.880304,0.0 -87.761337,41.880301,0.0 -87.761549,41.880298,0.0 -87.761689,41.880296,0.0 -87.761829,41.880294,0.0 -87.762053,41.880292,0.0 -87.762288,41.880289,0.0 -87.762644,41.880284,0.0 -87.762822,41.880282,0.0 -87.762976,41.88028,0.0 -87.763194,41.880276,0.0 -87.76335,41.880273,0.0 -87.763501,41.880272,0.0 -87.763922,41.880267,0.0 -87.764157,41.880265,0.0 -87.764353,41.880262,0.0 -87.764614,41.880258,0.0 -87.764869,41.880254,0.0</coordinates></LineString><LineString><coordinates>-87.764932,41.882252,0.0 -87.765138,41.88225,0.0 -87.765364,41.882247,0.0 -87.765638,41.882243,0.0 -87.765689,41.882241,0.0 -87.765768,41.882239,0.0 -87.766051,41.882233,0.0 -87.766328,41.882229,0.0 -87.766582,41.882225,0.0</coordinates></LineString><LineString><coordinates>-87.764869,41.880254,0.0 -87.764871,41.880502,0.0 -87.764877,41.880672,0.0 -87.764883,41.88086,0.0 -87.76489,41.881054,0.0 -87.764897,41.881254,0.0 -87.764904,41.881471,0.0 -87.764909,41.881628,0.0 -87.764915,41.881814,0.0 -87.764923,41.882096,0.0 -87.764932,41.882252,0.0</coordinates></LineString><LineString><coordinates>-87.763263,41.882274,0.0 -87.76341,41.882273,0.0 -87.763581,41.882267,0.0 -87.763843,41.882264,0.0 -87.764016,41.882262,0.0 -87.764098,41.882262,0.0 -87.764204,41.882262,0.0 -87.764443,41.882259,0.0 -87.764673,41.882254,0.0 -87.764932,41.882252,0.0</coordinates></LineString></MultiGeometry>"
610005,"HUGHES, C",54,"<MultiGeometry><LineString><coordinates>-87.731126,41.860616,0.0 -87.732355,41.860601,0.0</coordinates></LineString><LineString><coordinates>-87.725015,41.860703,0.0 -87.725266,41.860699,0.0 -87.725625,41.860694,0.0 -87.726119,41.860687,0.0 -87.726236,41.860686,0.0 -87.726379,41.860685,0.0 -87.726845,41.860678,0.0 -87.72737,41.860669,0.0 -87.727458,41.860668,0.0 -87.727613,41.860666,0.0 -87.728068,41.860659,0.0 -87.728545,41.860651,0.0 -87.728681,41.860651,0.0 -87.728876,41.86065,0.0 -87.72929,41.860643,0.0 -87.729782,41.860636,0.0 -87.729904,41.860634,0.0 -87.730102,41.860632,0.0 -87.730515,41.860625,0.0 -87.731126,41.860616,0.0</coordinates></LineString><LineString><coordinates>-87.732406,41.862425,0.0 -87.731792,41.862434,0.0 -87.731309,41.862442,0.0 -87.73118,41.86244,0.0 -87.731177,41.862285,0.0 -87.731164,41.861892,0.0 -87.731147,41.861313,0.0 -87.731136,41.86097,0.0 -87.731129,41.860713,0.0 -87.731126,41.860616,0.0</coordinates></LineString></MultiGeometry>"
609894,DRAKE,55,"<MultiGeometry><LineString><coordinates>-87.626937,41.844326,0.0 -87.627445,41.84432,0.0 -87.627852,41.844314,0.0 -87.628101,41.844312,0.0 -87.628452,41.844307,0.0 -87.628747,41.844304,0.0 -87.629138,41.844297,0.0</coordinates></LineString><LineString><coordinates>-87.626726,41.844329,0.0 -87.62672,41.844097,0.0 -87.626713,41.843803,0.0 -87.626707,41.843568,0.0 -87.626701,41.843347,0.0 -87.626693,41.843052,0.0 -87.626683,41.842623,0.0 -87.626676,41.842324,0.0 -87.626672,41.842148,0.0 -87.626669,41.841961,0.0 -87.626666,41.841783,0.0 -87.626656,41.841401,0.0 -87.626648,41.841054,0.0 -87.626642,41.840813,0.0 -87.626635,41.840549,0.0 -87.626629,41.840344,0.0 -87.626621,41.840033,0.0 -87.626617,41.839793,0.0 -87.626615,41.839687,0.0 -87.626612,41.839557,0.0 -87.626607,41.839414,0.0 -87.6266,41.839176,0.0 -87.626595,41.83899,0.0 -87.626591,41.838798,0.0 -87.626586,41.838617,0.0 -87.626584,41.838471,0.0 -87.626589,41.838311,0.0 -87.626778,41.838308,0.0 -87.626774,41.838485,0.0 -87.626779,41.838693,0.0 -87.626802,41.838958,0.0 -87.626811,41.839142,0.0 -87.626815,41.83934,0.0 -87.626816,41.839554,0.0 -87.626817,41.83967,0.0 -87.626827,41.839794,0.0 -87.626833,41.840005,0.0 -87.626841,41.840435,0.0 -87.626854,41.840908,0.0 -87.626859,41.841106,0.0 -87.626866,41.841352,0.0 -87.626874,41.841757,0.0 -87.626879,41.841959,0.0 -87.626902,41.842879,0.0 -87.626909,41.843201,0.0 -87.626913,41.843346,0.0 -87.626914,41.843407,0.0 -87.626921,41.843665,0.0 -87.626926,41.843877,0.0 -87.626931,41.844101,0.0 -87.626937,41.844326,0.0</coordinates></LineString><LineString><coordinates>-87.626726,41.844329,0.0 -87.626937,41.844326,0.0</coordinates></LineString><LineString><coordinates>-87.626766,41.845597,0.0 -87.626758,41.845345,0.0 -87.626751,41.845158,0.0 -87.626742,41.844867,0.0 -87.626733,41.844566,0.0 -87.626726,41.844329,0.0</coordinates></LineString><LineString><coordinates>-87.626937,41.844326,0.0 -87.626945,41.844671,0.0 -87.626955,41.845046,0.0 -87.626967,41.845593,0.0 -87.626766,41.845597,0.0</coordinates></LineString><LineString><coordinates>-87.626766,41.845597,0.0 -87.62627,41.845606,0.0 -87.625803,41.845614,0.0 -87.625332,41.845621,0.0 -87.624799,41.84563,0.0 -87.624471,41.845635,0.0 -87.624085,41.84564,0.0 -87.623642,41.845646,0.0 -87.623398,41.84565,0.0 -87.623028,41.845655,0.0 -87.622558,41.845662,0.0 -87.622143,41.845668,0.0 -87.621487,41.845678,0.0 -87.62099,41.845685,0.0 -87.620487,41.845693,0.0 -87.620336,41.845695,0.0 -87.619626,41.845706,0.0 -87.61887,41.845718,0.0 -87.618137,41.84573,0.0 -87.617677,41.845731,0.0</coordinates></LineString><LineString><coordinates>-87.617677,41.845731,0.0 -87.617304,41.845676,0.0 -87.61729,41.845125,0.0 -87.61727,41.844368,0.0 -87.617242,41.84334,0.0 -87.617209,41.84208,0.0 -87.617581,41.842076,0.0 -87.617614,41.843334,0.0 -87.617641,41.844368,0.0 -87.617657,41.844957,0.0 -87.617677,41.845731,0.0</coordinates></LineString></MultiGeometry>"
610126,PERSHING,56,"<MultiGeometry><LineString><coordinates>-87.61745,41.8366,0.0 -87.617448,41.836507,0.0 -87.617433,41.835728,0.0 -87.617414,41.835596,0.0 -87.617412,41.835521,0.0 -87.617424,41.835447,0.0 -87.617417,41.835079,0.0 -87.617399,41.834988,0.0 -87.617397,41.834879,0.0 -87.617395,41.834771,0.0 -87.617394,41.834646,0.0 -87.617403,41.834437,0.0 -87.617393,41.83396,0.0 -87.617374,41.833788,0.0 -87.617383,41.833536,0.0 -87.617373,41.832875,0.0 -87.61737,41.832777,0.0 -87.617327,41.831657,0.0 -87.617316,41.831233,0.0 -87.617319,41.83111,0.0</coordinates></LineString><LineString><coordinates>-87.61945,41.836575,0.0 -87.619235,41.836577,0.0 -87.618846,41.836583,0.0 -87.618593,41.836587,0.0 -87.618234,41.836591,0.0 -87.61791,41.836594,0.0 -87.61745,41.8366,0.0</coordinates></LineString><LineString><coordinates>-87.617473,41.838427,0.0 -87.617471,41.838298,0.0 -87.617478,41.837998,0.0 -87.617469,41.837522,0.0 -87.617453,41.837394,0.0 -87.61745,41.837309,0.0 -87.61746,41.837046,0.0 -87.617453,41.836706,0.0 -87.61745,41.8366,0.0</coordinates></LineString><LineString><coordinates>-87.617024,41.833624,0.0 -87.617033,41.833822,0.0 -87.61703,41.83426,0.0 -87.617046,41.834397,0.0 -87.617049,41.834526,0.0 -87.617054,41.834655,0.0 -87.617059,41.834775,0.0 -87.61706,41.83481,0.0 -87.617053,41.834857,0.0 -87.617053,41.834908,0.0 -87.617051,41.835444,0.0 -87.617068,41.835529,0.0 -87.61707,41.835601,0.0 -87.617058,41.835715,0.0 -87.617074,41.836398,0.0 -87.617076,41.836605,0.0 -87.61708,41.836893,0.0 -87.617104,41.837293,0.0 -87.617106,41.837379,0.0 -87.617095,41.837545,0.0 -87.617104,41.837925,0.0 -87.617108,41.838101,0.0 -87.617126,41.838224,0.0 -87.617129,41.838431,0.0</coordinates></LineString><LineString><coordinates>-87.616972,41.831108,0.0 -87.616974,41.831227,0.0 -87.616988,41.832232,0.0 -87.616996,41.832791,0.0 -87.616997,41.832872,0.0 -87.617,41.833072,0.0 -87.617002,41.833122,0.0 -87.617024,41.833624,0.0</coordinates></LineString><LineString><coordinates>-87.610639,41.831194,0.0 -87.610675,41.831298,0.0 -87.61072,41.831433,0.0 -87.610794,41.831627,0.0 -87.610876,41.831844,0.0 -87.610997,41.832164,0.0 -87.611058,41.832325,0.0 -87.61116,41.832596,0.0 -87.611232,41.832787,0.0 -87.611252,41.832836,0.0 -87.611268,41.832878,0.0 -87.611299,41.832958,0.0 -87.611452,41.833355,0.0 -87.61151,41.833509,0.0 -87.611583,41.833699,0.0 -87.613182,41.833682,0.0 -87.613403,41.83368,0.0 -87.613626,41.833677,0.0 -87.614284,41.833667,0.0 -87.614473,41.833664,0.0 -87.614728,41.833659,0.0 -87.615044,41.833654,0.0 -87.616103,41.833636,0.0 -87.616225,41.833635,0.0 -87.616366,41.833634,0.0 -87.617024,41.833624,0.0</coordinates></LineString><LineString><coordinates>-87.61945,41.836575,0.0 -87.619679,41.836574,0.0 -87.619958,41.83657,0.0 -87.620438,41.836564,0.0 -87.620629,41.836562,0.0</coordinates></LineString></MultiGeometry>"
610110,"WELLS, I",57,"<MultiGeometry><LineString><coordinates>-87.620476,41.827436,0.0 -87.62044,41.82575,0.0 -87.620437,41.825618,0.0</coordinates></LineString><LineString><coordinates>-87.621608,41.823783,0.0 -87.621617,41.824176,0.0 -87.621629,41.824688,0.0 -87.621648,41.825606,0.0 -87.621656,41.826041,0.0 -87.621666,41.826515,0.0 -87.621671,41.826733,0.0 -87.621679,41.827151,0.0 -87.621687,41.827419,0.0 -87.621303,41.827423,0.0 -87.621079,41.827427,0.0 -87.620476,41.827436,0.0 -87.6202,41.82744,0.0 -87.619874,41.827444,0.0 -87.619261,41.827452,0.0 -87.619225,41.825633,0.0</coordinates></LineString></MultiGeometry>"
610070,MCPHERSON,58,"<LineString><coordinates>-87.676211,41.968803,0.0 -87.67616,41.966969,0.0 -87.67765,41.966948,0.0</coordinates></LineString>"
610269,MCCUTCHEON,59,"<LineString><coordinates>-87.654871,41.970796,0.0 -87.65489,41.971588,0.0 -87.654204,41.971595,0.0 -87.65405,41.97162,0.0 -87.654034,41.971629,0.0 -87.654006,41.970824,0.0 -87.65419,41.970822,0.0 -87.654325,41.970797,0.0 -87.654871,41.970796,0.0</coordinates></LineString>"
400022,CHI ARTS,60,"<MultiGeometry><LineString><coordinates>-87.694333,41.899311,0.0 -87.694642,41.899305,0.0 -87.694752,41.899304,0.0 -87.694896,41.899303,0.0 -87.694898,41.899303,0.0 -87.695566,41.899297,0.0 -87.696161,41.899291,0.0 -87.696643,41.899291,0.0 -87.696796,41.899291,0.0</coordinates></LineString><LineString><coordinates>-87.686942,41.899387,0.0 -87.687379,41.89938,0.0 -87.687549,41.899378,0.0 -87.68777,41.899376,0.0 -87.687772,41.899377,0.0 -87.687958,41.899375,0.0 -87.688359,41.899372,0.0 -87.688879,41.899367,0.0 -87.689402,41.899362,0.0 -87.68979,41.899359,0.0 -87.690211,41.899354,0.0 -87.690731,41.899349,0.0 -87.691072,41.899345,0.0 -87.691562,41.899341,0.0 -87.691869,41.899338,0.0 -87.692234,41.899335,0.0 -87.692804,41.899331,0.0 -87.693115,41.899328,0.0 -87.693675,41.899323,0.0 -87.694333,41.899311,0.0</coordinates></LineString><LineString><coordinates>-87.694344,41.899793,0.0 -87.694344,41.899771,0.0 -87.694341,41.899659,0.0 -87.694338,41.89952,0.0 -87.694333,41.899311,0.0</coordinates></LineString></MultiGeometry>"
609873,CROWN,61,"<MultiGeometry><LineString><coordinates>-87.711209,41.853559,0.0 -87.711204,41.853437,0.0 -87.711191,41.85305,0.0 -87.711185,41.852848,0.0</coordinates></LineString><LineString><coordinates>-87.710237,41.855385,0.0 -87.709625,41.85539,0.0 -87.709204,41.855394,0.0 -87.709018,41.855395,0.0 -87.708803,41.855397,0.0 -87.708411,41.8554,0.0 -87.708023,41.855403,0.0 -87.707801,41.855405,0.0 -87.707798,41.855311,0.0 -87.70777,41.854297,0.0 -87.707765,41.854121,0.0 -87.707763,41.854062,0.0 -87.707761,41.853984,0.0 -87.707761,41.853981,0.0 -87.707744,41.853639,0.0 -87.707745,41.853579,0.0 -87.707869,41.853577,0.0 -87.708349,41.853573,0.0 -87.708822,41.853569,0.0 -87.708963,41.853568,0.0 -87.709097,41.853567,0.0 -87.709573,41.853563,0.0 -87.710068,41.853558,0.0 -87.710184,41.853557,0.0 -87.710316,41.853556,0.0 -87.710693,41.853553,0.0 -87.711106,41.85355,0.0 -87.711209,41.853559,0.0</coordinates></LineString><LineString><coordinates>-87.711297,41.855686,0.0 -87.711265,41.855626,0.0 -87.711261,41.855504,0.0 -87.711258,41.855395,0.0 -87.711252,41.855201,0.0 -87.711251,41.85515,0.0 -87.711231,41.854368,0.0 -87.711223,41.854066,0.0 -87.711222,41.854013,0.0 -87.711221,41.854003,0.0 -87.711212,41.853643,0.0 -87.711209,41.853559,0.0</coordinates></LineString></MultiGeometry>"
609969,HARTE,62,"<LineString><coordinates>-87.585416,41.795219,0.0 -87.585412,41.795019,0.0 -87.585403,41.794734,0.0 -87.585401,41.794648,0.0 -87.585396,41.794421,0.0 -87.585388,41.794096,0.0 -87.585386,41.793972,0.0 -87.585384,41.793863,0.0 -87.585374,41.793408,0.0 -87.585693,41.793405,0.0 -87.586028,41.7934,0.0 -87.586306,41.793398,0.0 -87.586472,41.793402,0.0 -87.586534,41.793403,0.0 -87.586643,41.793392,0.0 -87.586817,41.793373,0.0 -87.587153,41.79337,0.0 -87.587282,41.793369,0.0</coordinates></LineString>"
609991,HERZL,63,"<MultiGeometry><LineString><coordinates>-87.71775,41.862379,0.0 -87.718705,41.862367,0.0 -87.718968,41.862367,0.0 -87.718947,41.862287,0.0 -87.718954,41.86219,0.0 -87.718956,41.862141,0.0 -87.718959,41.86207,0.0 -87.718949,41.861709,0.0 -87.718947,41.861649,0.0 -87.718938,41.86131,0.0 -87.718927,41.860947,0.0 -87.718926,41.860905,0.0 -87.718925,41.860865,0.0 -87.718923,41.86077,0.0</coordinates></LineString><LineString><coordinates>-87.717727,41.861589,0.0 -87.717732,41.861768,0.0 -87.717744,41.862233,0.0 -87.71775,41.862379,0.0</coordinates></LineString><LineString><coordinates>-87.719474,41.864424,0.0 -87.71899,41.86443,0.0 -87.718562,41.864435,0.0 -87.717809,41.864444,0.0 -87.717804,41.864247,0.0 -87.717784,41.863522,0.0 -87.717781,41.863388,0.0 -87.717771,41.863001,0.0 -87.717765,41.862832,0.0 -87.717759,41.86268,0.0 -87.71775,41.862379,0.0</coordinates></LineString></MultiGeometry>"
609716,KELVYN PARK HS,64,"<MultiGeometry><LineString><coordinates>-87.731673,41.924434,0.0 -87.732028,41.92443,0.0 -87.732566,41.924423,0.0 -87.732897,41.924419,0.0 -87.733286,41.924415,0.0 -87.733453,41.924412,0.0 -87.733515,41.924411,0.0 -87.734124,41.924404,0.0 -87.734507,41.9244,0.0 -87.734767,41.924396,0.0 -87.735346,41.924388,0.0 -87.735664,41.924384,0.0 -87.736117,41.924378,0.0 -87.736576,41.924373,0.0 -87.736588,41.924578,0.0 -87.736603,41.924826,0.0 -87.736606,41.924878,0.0 -87.73661,41.924936,0.0 -87.736637,41.92534,0.0 -87.736637,41.925375,0.0 -87.736641,41.925636,0.0 -87.736647,41.925814,0.0 -87.73666,41.926199,0.0</coordinates></LineString><LineString><coordinates>-87.735463,41.928016,0.0 -87.735447,41.927536,0.0 -87.735438,41.927274,0.0 -87.735432,41.927128,0.0 -87.735421,41.926813,0.0 -87.735417,41.926668,0.0 -87.735404,41.926215,0.0 -87.735594,41.926212,0.0 -87.736021,41.926207,0.0 -87.73666,41.926199,0.0</coordinates></LineString><LineString><coordinates>-87.73666,41.926199,0.0 -87.736665,41.926364,0.0 -87.736676,41.926676,0.0 -87.736683,41.926901,0.0 -87.736686,41.926986,0.0 -87.736698,41.927354,0.0 -87.736704,41.927507,0.0 -87.736709,41.927695,0.0 -87.736713,41.927816,0.0 -87.736719,41.927998,0.0</coordinates></LineString><LineString><coordinates>-87.736756,41.929107,0.0 -87.73675,41.928934,0.0 -87.736741,41.928669,0.0 -87.736736,41.928505,0.0 -87.736735,41.928477,0.0 -87.73673,41.92833,0.0 -87.736723,41.92811,0.0 -87.736719,41.927998,0.0</coordinates></LineString><LineString><coordinates>-87.736719,41.927998,0.0 -87.735894,41.92801,0.0 -87.735463,41.928016,0.0</coordinates></LineString><LineString><coordinates>-87.735463,41.928016,0.0 -87.734954,41.928022,0.0 -87.734581,41.928027,0.0 -87.73437,41.928029,0.0 -87.734235,41.928031,0.0 -87.734051,41.928034,0.0 -87.733593,41.928037,0.0 -87.733419,41.928039,0.0 -87.733009,41.928044,0.0 -87.732763,41.928046,0.0 -87.73222,41.928055,0.0 -87.729365,41.928092,0.0</coordinates></LineString></MultiGeometry>"
